Data used in the analysis.  Please note that blank fields indicate that data were not provided in the original publication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,marine,,adult,,,,,enzymes: U/g tissue; metabolic rate = MR: umol/g/h; locomotion: BL/s,,,,,,acclimatization temps for terrestrial or large animals = mean body temperatures,,variation as s.e.,,,,,,,,,,,,,,,,,,,,,,
Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,lepidogenys,Pomacentrus lepidogenys,0.001000000,1.000000000,0.000000000,in situ,http://www.jstor.org/stable/pdf/1540.pdf?_=1464889653980,m,w,a,"Lizard Island QLD, Australia",14.65,14.65,145.45,1,21,1.322219295,MR,rest,29,32,4.37675,0.35014,5,,,,,,,5.62725,0.45018,5,,,,,,,,,,,"Johansen and Jones 2011 Global Change Biol 17, 2971-2997",Ratio
Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus moluccensis,0.001000000,1.000000000,0.000000000,in situ,http://www.jstor.org/stable/pdf/1540.pdf?_=1464889653980,m,w,a,"Lizard Island QLD, Australia",14.65,14.65,145.45,1,21,1.322219295,MR,max,29,32,36.577125,5.48656875,5,,,,,,,31.88775,4.7831625,5,,,,,,,,,,,"Johansen and Jones 2011 Global Change Biol 17, 2971-2998",Ratio
Chordata,Actinopterygii,Perciformes,Pomacentridae,Pomacentrus,moluccensis,Pomacentrus moluccensis,0.001000000,1.000000000,0.000000000,in situ,http://www.jstor.org/stable/pdf/1540.pdf?_=1464889653980,m,w,a,"Lizard Island QLD, Australia",14.65,14.65,145.45,1,21,1.322219295,MR,rest,29,32,7.190375,0.57523,5,,,,,,,7.815625,0.62525,5,,,,,,,,,,,"Johansen and Jones 2011 Global Change Biol 17, 2971-2998",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus heteroclitus,Fundulus heteroclitus heteroclitus,0.005940000,5.940000000,0.773786445,in situ,"Fangue et al. 2008 PBZ 81, 389-401",m,w,a,"Brunswick, GA, USA",31.16,31.16,81.49,1,21,1.322219295,swim,sustained,10.4,28.7,3.4,0.4,6,,,,,,,5.1,0.2,6,,,,,,,,,,,"Fangue et al. 2008 PBZ 81, 389-402",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus heteroclitus,Fundulus heteroclitus heteroclitus,0.003770000,3.770000000,0.576341350,ex situ,"Dhillon and Schulte 2011 JEB 214, 3639-3648",m,w,a,"Morehead City, NC, USA",34.7,34.7,76.75,1,21,1.322219295,LDH,white muscle,5,25,76.46,3.57,8,,,,,,,78.24,3.16,8,,,,,,,,,,,"Dhillon and Schulte 2011 JEB 214, 3639-3651",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus heteroclitus,Fundulus heteroclitus heteroclitus,0.003770000,3.770000000,0.576341350,ex situ,"Dhillon and Schulte 2011 JEB 214, 3639-3648",m,w,a,"Morehead City, NC, USA",34.7,34.7,76.75,1,21,1.322219295,CK,white muscle,5,25,33.56,1.25,8,,,,,,,35.01,2.47,8,,,,,,,,,,,"Dhillon and Schulte 2011 JEB 214, 3639-3652",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus heteroclitus,Fundulus heteroclitus heteroclitus,0.003770000,3.770000000,0.576341350,ex situ,"Dhillon and Schulte 2011 JEB 214, 3639-3648",m,w,a,"Morehead City, NC, USA",34.7,34.7,76.75,1,21,1.322219295,CS,white muscle,5,25,1.05,0.07,8,,,,,,,0.87,0.08,8,,,,,,,,,,,"Dhillon and Schulte 2011 JEB 214, 3639-3653",Ratio
Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,senegalensis,Solea senegalensis,0.069000000,69.000000000,1.838849091,ex situ,"Arjona et al 2010 Mar Biol 157, 1325-1335",m,w,j,"Cadiz, Spain",36.52,36.52,6.28,1,21,1.322219295,Na-K-ATPase,gill,12,26,2.8,0.3,10,,,,,,,13,1,10,,,,,,,0.650,,,,"Arjona et al 2010 Mar Biol 157, 1325-1335",Ratio
Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solea,senegalensis,Solea senegalensis,0.069000000,69.000000000,1.838849091,ex situ,"Arjona et al 2010 Mar Biol 157, 1325-1335",m,w,j,"Cadiz, Spain",36.52,36.52,6.28,1,21,1.322219295,Na-K-ATPase,kidney,12,26,2,0.2,10,,,,,,,6.2,0.2,10,,,,,,,0.200,,,,"Arjona et al 2010 Mar Biol 157, 1325-1336",Ratio
Chordata,Actinopterygii,Perciformes,Sparidae,Sparus,aurata,Sparus aurata,0.098800000,98.800000000,1.994756945,in situ,http://link.springer.com/article/10.1023/B:FISH.0000035904.16686.b6#page-1,m,c,a,"Atmella de MAr, Tarragone, Spain",40.9,40.9,48.2,1,21,1.322219295,MR,rest,8,12,4,0.19,7,,,,,,,5.56,0.24,6,,,,,,,,,,,"Ibarz et al 2004 Fish Physiol Biochem 29, 313-321",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus macrolepidotus,Fundulus heteroclitus macrolepidotus,0.003600000,3.600000000,0.556302501,ex situ,"Dhillon and Schulte 2011 JEB 214, 3639-3648",m,w,a,"Hampton, NH, USA",42.9,42.9,70.85,1,21,1.322219295,LDH,white muscle,5,25,93.31,5.83,8,,,,,,,89.03,5.13,8,,,,,,,,,,,"Dhillon and Schulte 2011 JEB 214, 3639-3648",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus macrolepidotus,Fundulus heteroclitus macrolepidotus,0.003600000,3.600000000,0.556302501,ex situ,"Dhillon and Schulte 2011 JEB 214, 3639-3648",m,w,a,"Hampton, NH, USA",42.9,42.9,70.85,1,21,1.322219295,CK,white muscle,5,25,41.45,3.61,8,,,,,,,26.93,2.58,8,,,,,,,,,,,"Dhillon and Schulte 2011 JEB 214, 3639-3649",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus macrolepidotus,Fundulus heteroclitus macrolepidotus,0.003600000,3.600000000,0.556302501,ex situ,"Dhillon and Schulte 2011 JEB 214, 3639-3648",m,w,a,"Hampton, NH, USA",42.9,42.9,70.85,1,21,1.322219295,CS,white muscle,5,25,1.44,0.12,8,,,,,,,0.86,0.08,8,,,,,,,,,,,"Dhillon and Schulte 2011 JEB 214, 3639-3650",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus macrolepidotus,Fundulus heteroclitus macrolepidotus,0.005390000,5.390000000,0.731588765,in situ,"Fangue et al. 2008 PBZ 81, 389-401",m,w,a,"Hampton, NH, USA",42.9,42.9,70.85,1,21,1.322219295,swim,sustained,10.4,28.7,5.8,0.3,6,,,,,,,6.8,0.5,6,,,,,,,,,,,"Fangue et al. 2008 PBZ 81, 389-401",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,Danio rerio,0.000513333,0.513333333,-0.289600534,ex situ,"McClelland et al 2006 J Physiol 577.2, 739-751",f,c,a,"Ancaster, ON, Canada",43.2,43.2,80,1,21,1.322219295,CS,"muscle, mixed",18,28,,,,12.4,0.6,10,,,,8.3,0.8,10,,,,,,,,,,,"McClelland et al 2006 J Physiol 577.2, 739-751",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,Danio rerio,0.000513333,0.513333333,-0.289600534,ex situ,"McClelland et al 2006 J Physiol 577.2, 739-751",f,c,a,"Ancaster, ON, Canada",43.2,43.2,80,1,21,1.322219295,COX,"muscle, mixed",18,28,,,,6.05,0.4,10,,,,5.05,0.3,10,,,,,,,,,,,"McClelland et al 2006 J Physiol 577.2, 739-752",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,Danio rerio,0.000513333,0.513333333,-0.289600534,ex situ,"McClelland et al 2006 J Physiol 577.2, 739-751",f,c,a,"Ancaster, ON, Canada",43.2,43.2,80,1,21,1.322219295,HOAD,"muscle, mixed",18,28,,,,7.4,0.4,5,,,,6.25,0.2,5,,,,,,,,,,,"McClelland et al 2006 J Physiol 577.2, 739-753",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,Danio rerio,0.000513333,0.513333333,-0.289600534,ex situ,"McClelland et al 2006 J Physiol 577.2, 739-751",f,c,a,"Ancaster, ON, Canada",43.2,43.2,80,1,21,1.322219295,LDH,"muscle, mixed",18,28,,,,180,5,10,,,,88,10,10,,,,,,,,,,,"McClelland et al 2006 J Physiol 577.2, 739-754",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,rerio,Danio rerio,0.000513333,0.513333333,-0.289600534,ex situ,"McClelland et al 2006 J Physiol 577.2, 739-751",f,c,a,"Ancaster, ON, Canada",43.2,43.2,80,1,21,1.322219295,PK,"muscle, mixed",18,28,,,,45,2,10,,,,34.5,4,10,,,,,,,,,,,"McClelland et al 2006 J Physiol 577.2, 739-755",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ptychocheilus,oregonensis,Ptychocheilus oregonensis,1.167000000,1167.000000000,3.067070856,in situ,"Cech, J. J., et al. (1994). ""NORTHERN SQUAWFISH, PTYCHOCHEILUS-OREGONENSIS, O-2 CONSUMPTION RATE AND RESPIRATION MODEL - EFFECTS OF TEMPERATURE AND BODY-SIZE."" Canadian Journal of Fisheries and Aquatic Sciences 51(1): 8-12.",f,w,a,"Bonneville Dam, Columbia river",45.644167,45.644167,-121.940556,1,21,1.322219295,MR,rest,9,15,24.3,2.2,18,,,,,,,49.1,6.6,16,,,,,,,,,mg kg-.67 h-1,,"Cech, J. J., et al. (1994). ""NORTHERN SQUAWFISH, PTYCHOCHEILUS-OREGONENSIS, O-2 CONSUMPTION RATE AND RESPIRATION MODEL - EFFECTS OF TEMPERATURE AND BODY-SIZE."" Canadian Journal of Fisheries and Aquatic Sciences 51(1): 8-12.",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ptychocheilus,oregonensis,Ptychocheilus oregonensis,1.167000000,1167.000000000,3.067070856,in situ,"Cech, J. J., et al. (1994). ""NORTHERN SQUAWFISH, PTYCHOCHEILUS-OREGONENSIS, O-2 CONSUMPTION RATE AND RESPIRATION MODEL - EFFECTS OF TEMPERATURE AND BODY-SIZE."" Canadian Journal of Fisheries and Aquatic Sciences 51(1): 8-12.",f,w,a,"Bonneville Dam, Columbia river",45.644167,45.644167,-121.940556,1,21,1.322219295,MR,rest,9,21,24.3,2.2,18,,,,,,,89.4,28.6,14,,,,,,,,,mg kg-.67 h-2,,"Cech, J. J., et al. (1994). ""NORTHERN SQUAWFISH, PTYCHOCHEILUS-OREGONENSIS, O-2 CONSUMPTION RATE AND RESPIRATION MODEL - EFFECTS OF TEMPERATURE AND BODY-SIZE."" Canadian Journal of Fisheries and Aquatic Sciences 51(1): 8-12.",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Ptychocheilus,oregonensis,Ptychocheilus oregonensis,1.167000000,1167.000000000,3.067070856,in situ,"Cech, J. J., et al. (1994). ""NORTHERN SQUAWFISH, PTYCHOCHEILUS-OREGONENSIS, O-2 CONSUMPTION RATE AND RESPIRATION MODEL - EFFECTS OF TEMPERATURE AND BODY-SIZE."" Canadian Journal of Fisheries and Aquatic Sciences 51(1): 8-12.",f,w,a,"Bonneville Dam, Columbia river",45.644167,45.644167,-121.940556,1,21,1.322219295,MR,rest,9,18,24.3,2.2,18,,,,,,,75,8.7,16,,,,,,,,,mg kg-.67 h-3,,"Cech, J. J., et al. (1994). ""NORTHERN SQUAWFISH, PTYCHOCHEILUS-OREGONENSIS, O-2 CONSUMPTION RATE AND RESPIRATION MODEL - EFFECTS OF TEMPERATURE AND BODY-SIZE."" Canadian Journal of Fisheries and Aquatic Sciences 51(1): 8-12.",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,clarki,Onchorhynchus clarki,0.550000000,550.000000000,2.740362689,in situ,"MacNutt et al 2004 J Fish Biol 65, 342-353",f,c,a,"Abbotsford, BC, Canada",49.05,49.05,122.3,1,21,1.322219295,swim,sustained,7,14,2.96,0.69,3,,,,,,,4.81,0.22,4,,,,,,,,,,,"MacNutt et al 2004 J Fish Biol 65, 342-353",Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus heteroclitus,Fundulus heteroclitus heteroclitus,0.005850000,5.850000000,0.767155866,in situ,Healy and Schulte 2012 PBZ 85. 107-122,m,w,a,"Morehead City, NC, USA",34.7,34.7,76.75,1,28,1.447158031,MR,rest,5,30,1.5,0.5,6,,,,,,,23,2.5,6,,,,,,,,,,,Healy and Schulte 2012 PBZ 85. 107-121,Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus heteroclitus,Fundulus heteroclitus heteroclitus,0.005850000,5.850000000,0.767155866,in situ,Healy and Schulte 2012 PBZ 85. 107-122,m,w,a,"Morehead City, NC, USA",34.7,34.7,76.75,1,28,1.447158031,MR,max,5,30,5,1,6,,,,,,,37.5,5,6,,,,,,,,,,,Healy and Schulte 2012 PBZ 85. 107-122,Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus macrolepidotus,Fundulus heteroclitus macrolepidotus,0.005850000,5.850000000,0.767155866,in situ,Healy and Schulte 2012 PBZ 85. 107-122,m,w,a,"Hampton, NH, USA",42.9,42.9,70.85,1,28,1.447158031,MR,rest,5,30,2.5,0.5,13,,,,,,,24,3,10,,,,,,,,,,,Healy and Schulte 2012 PBZ 85. 107-119,Ratio
Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus,heteroclitus macrolepidotus,Fundulus heteroclitus macrolepidotus,0.005850000,5.850000000,0.767155866,in situ,Healy and Schulte 2012 PBZ 85. 107-122,m,w,a,"Hampton, NH, USA",42.9,42.9,70.85,1,28,1.447158031,MR,max,5,30,7.5,1,13,,,,,,,44,4,10,,,,,,,,,,,Healy and Schulte 2012 PBZ 85. 107-120,Ratio
Chordata,Actinopterygii,Perciformes,Zoarcidae,Zoarces,viviparous,Zoarces viviparous,0.046100000,46.100000000,1.663700925,ex situ,"Lucassen et al 2003 Am J Physiol 285, R1410-1420",m,w,a,"Helgoland, Germany",54.15,54.15,7.9,1,28,1.447158031,CS,liver,3.5,10,1.23,0.1,5,,,,,,,0.66,0.07,5,,,,,,,,,,,"Lucassen et al 2003 Am J Physiol 285, R1410-1422",Ratio
Chordata,Actinopterygii,Perciformes,Zoarcidae,Zoarces,viviparous,Zoarces viviparous,0.046100000,46.100000000,1.663700925,ex situ,"Lucassen et al 2003 Am J Physiol 285, R1410-1420",m,w,a,"Helgoland, Germany",54.15,54.15,7.9,1,28,1.447158031,COX,liver,3.5,10,6.25,0.85,5,,,,,,,5.35,0.27,5,,,,,,,,,,,"Lucassen et al 2003 Am J Physiol 285, R1410-1423",Ratio
Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,Pagothenia borchgrevincki,0.093300000,93.300000000,1.969881644,in situ,"Robinson and Davidson 2008 J Fish Biol 73, 1676-1689",m,w,a,"Scott Base, Antarctica",77.85,77.85,166.75,1,28,1.447158031,MR,rest,-1,4,1.12,0.11,8,,,,,,,1.05,0.091,8,,,,,,,,,,,"Robinson and Davidson 2008 Polar Biol 31, 317-326",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio ,rerio,Danio  rerio,0.000513333,0.513333333,-0.289600534,in situ,"McClelland et al 2006 J Physiol 577.2, 739-751",f,c,a,"Mymensingh, Bangladesh",24.75,24.75,90.4,1,29,1.462397998,swim,sustained,16,34,12,0.1,8,,,,,,,13.2,0.5,8,,,,,,,,,dev T = 22,,"Scott and Johnston 2012 PNAS 109, 14247-14252",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio ,rerio,Danio  rerio,0.000513333,0.513333333,-0.289600534,in situ,"McClelland et al 2006 J Physiol 577.2, 739-751",f,c,a,"Mymensingh, Bangladesh",24.75,24.75,90.4,1,29,1.462397998,swim,sustained,16,34,10.1,0.3,8,,,,,,,16.5,0.5,8,,,,,,,,,dev T = 27,,"Scott and Johnston 2012 PNAS 109, 14247-14253",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio ,rerio,Danio  rerio,0.000513333,0.513333333,-0.289600534,in situ,"McClelland et al 2006 J Physiol 577.2, 739-751",f,c,a,"Mymensingh, Bangladesh",24.75,24.75,90.4,1,29,1.462397998,swim,sustained,16,34,12.2,0.5,8,,,,,,,16.4,0.4,8,,,,,,,,,,,"Scott and Johnston 2012 PNAS 109, 14247-14254",Ratio
Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Labeo,rohita,Labeo rohita,0.010000000,10.000000000,1.000000000,in situ,"Das et al 2005 J Therm Biol 30, 378-383",f,c,j,"Khopoli, India",18.8,18.8,73.6,1,30,1.477121255,MR,rest,26,36,1.81385025,0.007503,6,,,,,,,2.915853375,0.007503,6,,,,,,,,,,,"Das et al 2005 J Therm Biol 30, 378-383",Ratio
Chordata,Actinopterygii,Siluriformes,Bagridae,Horabagrus,brachysoma,Horabagrus brachysoma,0.023000000,23.000000000,1.361727836,in situ,"Dalvi et al 2009 Aquaculture 295, 116-119",f,c,j,"Mumbai, India",18.95,18.95,72.8,1,30,1.477121255,MR,rest,15,36,2.03,0.38,6,,,,,,,7.5,0.47,6,,,,,,,,,,,"Dalvi et al 2009 Aquaculture 295, 116-119",Ratio
Arthropoda,Malacostraca,Decapoda,Penaeidae,Litopenaeus,vannamei,Litopenaeus vannamei,0.019000000,19.000000000,1.278753601,in situ,"Gonzalez et al 2010 J Therm Biol 35, 218-224",m,c,a,"La Paz, Mexico",24.15,24.15,110.3,1,30,1.477121255,MR,rest,20,32,1.25,,20,,,,,,,2.81,,20,,,,,,,,,,,"Gonzalez et al 2010 J Therm Biol 35, 218-224",Ratio
Arthropoda,Malacaostraca,Decapoda,Penaeidae,Litopenaeus,stylirostris,Litopenaeus stylirostris,0.014000000,14.000000000,1.146128036,in situ,http://onlinelibrary.wiley.com/doi/10.1046/j.1365-2095.2003.00235.x/full,m,c,j,"El Camaron Dorado, Sonora, Mexico",27.5,27.5,109.9,1,30,1.477121255,MR,rest,23,33,334.5,,20,,,,,,,528.3,,20,,,,,,,,,dry mass,,"Re et al 2004 Ciencias Marinas 30, 443-453",Ratio
Chordata,Actinopterygii,Tetradontiformes,Tetradontidae,Sphoeroides,annulatus,Sphoeroides annulatus,0.041000000,41.000000000,1.612783857,in situ,"Reyes et al 2011 J Therm Biol 36, 200-205",m,c,j,"Sonora, Mexico",27.5,27.5,109.9,1,30,1.477121255,MR,rest,19,31,1.28,,15,,,,,,,2.53,,15,,,,,,,,,,,"Reyes et al 2011 J Therm Biol 36, 200-205",Ratio
Chordata,Actinopterygii,Perciformes,Centrarchidae,Micropterus,salmoides,Micropterus salmoides,0.003000000,3.000000000,0.477121255,in situ,"Diaz et al 2007 Aquaculture Res 38, 1387-1394",f,c,j,"Sonora, Maxico",29.6,29.6,110.85,1,30,1.477121255,MR,rest,20,32,1.53,,20,,,,,,,2.7,,20,,,,,,,,,,,"Diaz et al 2007 Aquaculture Res 38, 1387-1394",Ratio
Chordata,Agnatha,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus,Petromyzon marinus,0.002000000,2.000000000,0.301029996,in situ,http://jgp.rupress.org/content/105/5/569.full.pdf+html,m,w,j,"Lake Ontario, Canada",43.7,43.7,-77.9,1,30,1.477121255,Swim,Ucrit,10,20,1.02,0.032,6,,,,,,,1.43,0.86,6,,,,,,6,0.446,,BL/s,,"Holmes, J. A. and P. Lin (1994). ""THERMAL NICHE OF LARVAL SEA LAMPREY, PETROMYZON-MARINUS."" Canadian Journal of Fisheries and Aquatic Sciences 51(2): 253-262.",Ratio
Chordata,Agnatha,Petromyzontiformes,Petromyzontidae,Petromyzon,marinus,Petromyzon marinus,0.002000000,2.000000000,0.301029996,in situ,http://jgp.rupress.org/content/105/5/569.full.pdf+html,m,w,j,"Lake Ontario, Canada",43.7,43.7,-77.9,1,30,1.477121255,MR,rest,10,20,0.057,,6,,,,,,,0.06,,6,,,,,,6,,,mg/g-1/h,,"Holmes, J. A. and P. Lin (1994). ""THERMAL NICHE OF LARVAL SEA LAMPREY, PETROMYZON-MARINUS."" Canadian Journal of Fisheries and Aquatic Sciences 51(2): 253-262.",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.452000000,452.000000000,2.655138435,in situ,"Farrell 2008 J Fish Biol 72, 693-710",f,c,a,"Burnaby, Canada",49.3,49.3,122.95,2,30,1.477121255,swim,sustained,6,12,59.6,1.4,27,,,,,,,63.5,1.9,11,,,,,,,,,cm/s,,"Farrell 2008 J Fish Biol 72, 693-710",Ratio
Chordata,Actinopterygii,Perciformes,Nototheniidae,Pagothenia,borchgrevincki,Pagothenia borchgrevincki,0.093300000,93.300000000,1.969881644,in situ,"Robinson and Davidson 2008 J Fish Biol 73, 1676-1689",m,w,a,"Scott Base, Antarctica",77.85,77.85,166.75,1,31,1.491361694,MR,rest,-1,4,0.72,0.24,4,,,,,,,0.81,0.31,4,,,,,,,,,,,"Robinson and Davidson 2008 J Fish Biol 73, 1676-1689",Ratio
Chordata,Actinopterygii,Perciformes,Nototheniidae,Trematomus,bernacchii,Trematomus bernacchii,0.210000000,210.000000000,2.322219295,in situ,"Morrison et al 2006 J Exp Mar Biol Ecol 333, 129-139",m,w,a,"McMurdo Sound, Antarctica",77.5,77.5,165,1,35,1.544068044,MR,rest,-1.5,4,3.6,0.1,5,,,,,,,4.2,0.3,7,,,,,,,,,nmol/g.h?,,"Morrison et al 2006 J Exp Mar Biol Ecol 333, 129-139",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.017500000,17.500000000,1.243038049,in situ,"Kieffer et al 1998 JEB 201, 3123-3133",f,c,j,"Thamesford, Ontario, Canada",43.15,43.15,80.95,1,42,1.62324929,swim,sustained,5,15,2,0.1,7,,,,,,,3,0.2,7,,,,,,,,,,,"Kieffer et al 1998 JEB 201, 3123-3133",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.017500000,17.500000000,1.243038049,in situ,"Kieffer et al 1998 JEB 201, 3123-3133",f,c,j,"Thamesford, Ontario, Canada",43.15,43.15,80.95,1,42,1.62324929,MR,rest,5,15,3.5,0.4,4,,,,,,,4.5,0.2,7,,,,,,,,,,,"Kieffer et al 1998 JEB 201, 3123-3134",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Onchorhynchus,mykiss,Onchorhynchus mykiss,0.017500000,17.500000000,1.243038049,in situ,"Kieffer et al 1998 JEB 201, 3123-3133",f,c,j,"Thamesford, Ontario, Canada",43.15,43.15,80.95,1,42,1.62324929,MR,max,5,15,5.7,0.4,8,,,,,,,8.3,0.4,9,,,,,,,,,,,"Kieffer et al 1998 JEB 201, 3123-3135",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo trutta,0.482500000,482.500000000,2.683497318,in situ,"Day and Butler 2005 JEB 208, 2683-2692",f,c,a,"Hathersage, UK",53.33,53.33,1.66,1,42,1.62324929,swim,sustained,5,15,1.95,0.07,12,,,,,,,2.1,0.12,12,,,,,,,,,,,"Day and Butler 2005 JEB 208, 2683-2692",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo trutta,0.482500000,482.500000000,2.683497318,ex situ,"Day and Butler 2005 JEB 208, 2683-2692",f,c,a,"Hathersage, UK",53.33,53.33,1.66,1,42,1.62324929,CS,red muscle,5,15,,,,22.35,2,12,,,,13.55,0.68,12,,,,,,,,,,,"Day and Butler 2005 JEB 208, 2683-2693",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo trutta,0.482500000,482.500000000,2.683497318,ex situ,"Day and Butler 2005 JEB 208, 2683-2692",f,c,a,"Hathersage, UK",53.33,53.33,1.66,1,42,1.62324929,PFK,red muscle,5,15,,,,4.01,0.48,12,,,,7.23,0.61,12,,,,,,,,,,,"Day and Butler 2005 JEB 208, 2683-2694",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo trutta,0.482500000,482.500000000,2.683497318,ex situ,"Day and Butler 2005 JEB 208, 2683-2692",f,c,a,"Hathersage, UK",53.33,53.33,1.66,1,42,1.62324929,CS,white muscle,5,15,,,,4.12,0.11,12,,,,2.26,0.15,12,,,,,,,,,,,"Day and Butler 2005 JEB 208, 2683-2695",Ratio
Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salmo,trutta,Salmo trutta,0.482500000,482.500000000,2.683497318,ex situ,"Day and Butler 2005 JEB 208, 2683-2692",f,c,a,"Hathersage, UK",53.33,53.33,1.66,1,42,1.62324929,PFK,white muscle,5,15,,,,21.85,2.5,12,,,,35.52,3.45,12,,,,,,,,,,,"Day and Butler 2005 JEB 208, 2683-2696",Ratio
Chordata,Actinopterygii,Perciformes,Blenniidae,Scartichthys,viridis,Scartichthys viridis,0.014000000,14.000000000,1.146128036,in situ,"Pulger et al 2007 Revista Chilena de Historia Natural 80, 439-448",m,w,a,"Las Cruces, Chile",33.45,33.45,71.7,1,45,1.653212514,MR,rest,15,25,3.12625,0.1563125,10,,,,,,,23.446875,2.501,12,,,,,,,,,,,"Pulger et al 2007 Revista Chilena de Historia Natural 80, 439-446",Ratio
Chordata,Actinopterygii,Perciformes,Blenniidae,Scartichthys,viridis,Scartichthys viridis,0.017000000,17.000000000,1.230448921,in situ,"Pulger et al 2007 Revista Chilena de Historia Natural 80, 439-448",m,w,a,"Carrizal Bajo, Chile",28.05,28.05,71.15,1,46,1.662757832,MR,rest,15,25,11.2545,1.563125,13,,,,,,,6.2525,0.62525,13,,,,,,,,,,,"Pulger et al 2007 Revista Chilena de Historia Natural 80, 439-447",Ratio
Chordata,Actinopterygii,Perciformes,Blenniidae,Scartichthys,viridis,Scartichthys viridis,0.020000000,20.000000000,1.301029996,in situ,"Pulger et al 2007 Revista Chilena de Historia Natural 80, 439-448",m,w,a,"Antofagasta, Chile",23.35,23.35,70.65,1,47,1.672097858,MR,rest,15,25,10.316625,0.7815625,10,,,,,,,12.505,2.188375,11,,,,,,,,,,,"Pulger et al 2007 Revista Chilena de Historia Natural 80, 439-448",Ratio
Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,macrocephalus,Gadus macrocephalus,1.500000000,1500.000000000,3.176091259,in situ,"Hanna et al 2008 J Fish Biol 72, 1068-1078",m,w,a,"Kodiak Is, USA",57.75,57.75,152.25,1,48,1.681241237,MR,rest,4,11,1.19,0.25,8,,,,,,,1.53,0.22,8,,,,,,,,,,,"Hanna et al 2008 J Fish Biol 72, 1068-1078",Ratio
Chordata,Actinopterygii,Perciformes,Zoarcidae,Zoarces,viviparous,Zoarces viviparous,0.046100000,46.100000000,1.663700925,ex situ,"Lucassen et al 2003 Am J Physiol 285, R1410-1420",m,w,a,"Kieler Bight, Germany",54.5,54.5,10.4,1,56,1.748188027,CS,liver,3.5,13.5,1.05,0.21,5,,,,,,,0.8,0.13,5,,,,,,,,,,,"Lucassen et al 2003 Am J Physiol 285, R1410-1420",Ratio
